column,key,value
STRATUM,CHE0009,CHE - stratum 09 : 9-D-CH.other.v1.pub
STRATUM,CHE0010,CHE - stratum 10 : 10-D-CH.other.v2.pub
STRATUM,CHE0011,CHE - stratum 11 : 11-D-CH.other.v3.pub.
STRATUM,CHE0012,CHE - stratum 12 : 12-D-CH.other.b.pub.
STRATUM,CHE0013,CHE - stratum 13 : 13-D-CH.gr9.priv.
STRATUM,CHE0814,CHE - stratum 14 : 14-BE(f).gr9.pub.
STRATUM,CHE0915,CHE - stratum 15 : 15-FR(f).gr9.pub.
STRATUM,CHE1016,CHE - stratum 16 : 16-GE.gr9.pub.
STRATUM,CHE1117,CHE - stratum 17 : 17-JU.gr9.pub.
STRATUM,CHE1218,CHE - stratum 18 : 18-NE.gr9.pub.
STRATUM,CHE1319,CHE - stratum 19 : 19-VD.gr9.pub.
STRATUM,CHE1420,CHE - stratum 20 : 20-VS(f).gr9.pub.
STRATUM,CHE0021,CHE - stratum 21 : 21-F-CH.other.v1.pub.
STRATUM,CHE0022,CHE - stratum 22 : 22-F-CH.other.v2.pub.
STRATUM,CHE0023,CHE - stratum 23 : 23-F-CH.other.v3.pub.
STRATUM,CHE0024,CHE - stratum 24 : 24-F-CH.other.b.pub.
STRATUM,CHE0025,CHE - stratum 25 : 25-F-CH.gr9.priv.
STRATUM,CHE1526,CHE - stratum 26 : 26-I-CH.gr9.pub.
STRATUM,CHE0027,CHE - stratum 27 : 27-I-CH.other.v.pub.
STRATUM,CHE0028,CHE - stratum 28 : 28-I-CH.other.b.pub.
STRATUM,CHE0029,CHE - stratum 29 : 29-I-CH.gr9.priv.
STRATUM,CHE0661,CHE - stratum 61 : 61-ZH.gr9.pub.gym
STRATUM,CHE0662,CHE - stratum 62 : 62-ZH.gr9.pub.rest
STRATUM,CHL0101,CHL - stratum 01 : Municipal / Primary / Only Primary
STRATUM,CHL0102,CHL - stratum 02 : Municipal / Primary andSecondary / HS
STRATUM,CHL0103,CHL - stratum 03 : Municipal / Primary andSecondary / TP
STRATUM,CHL0104,CHL - stratum 04 : Municipal / Primary andSecondary / HS-TP
STRATUM,CHL0105,CHL - stratum 05 : Municipal / Secondary / HS
STRATUM,CHL0106,CHL - stratum 06 : Municipal / Secondary / TP
STRATUM,CHL0107,CHL - stratum 07 : Municipal / Secondary / HS-TP
STRATUM,CHL0208,CHL - stratum 08 : Subsidized / Primary / Only Primary
