column,key,value
SC25F      ,8,Invalid
SC25F      ,9,Miss
SC2601F   ,1,Never
SC2601F   ,2,Seldom
SC2601F   ,3,Quite often
SC2601F   ,4,Very often
SC2601F   ,8,Invalid
SC2601F   ,9,Miss
SC2602F   ,1,Never
SC2602F   ,2,Seldom
SC2602F   ,3,Quite often
SC2602F   ,4,Very often
SC2602F   ,8,Invalid
SC2602F   ,9,Miss
SC2603F   ,1,Never
SC2603F   ,2,Seldom
SC2603F   ,3,Quite often
SC2603F   ,4,Very often
SC2603F   ,8,Invalid
SC2603F   ,9,Miss
SC2604F   ,1,Never
SC2604F   ,2,Seldom
SC2604F   ,3,Quite often
SC2604F   ,4,Very often
SC2604F   ,8,Invalid
SC2604F   ,9,Miss
SC2605F   ,1,Never
SC2605F   ,2,Seldom
SC2605F   ,3,Quite often
SC2605F   ,4,Very often
SC2605F   ,8,Invalid
SC2605F   ,9,Miss
SC2606F   ,1,Never
SC2606F   ,2,Seldom
SC2606F   ,3,Quite often
SC2606F   ,4,Very often
SC2606F   ,8,Invalid
SC2606F   ,9,Miss
SC2607F   ,1,Never
SC2607F   ,2,Seldom
SC2607F   ,3,Quite often
SC2607F   ,4,Very often
SC2607F   ,8,Invalid
SC2607F   ,9,Miss
SC2608F   ,1,Never
SC2608F   ,2,Seldom
SC2608F   ,3,Quite often
SC2608F   ,4,Very often
SC2608F   ,8,Invalid
SC2608F   ,9,Miss
SC2609F   ,1,Never
SC2609F   ,2,Seldom
SC2609F   ,3,Quite often
SC2609F   ,4,Very often
SC2609F   ,8,Invalid
SC2609F   ,9,Miss
SC2610F   ,1,Never
SC2610F   ,2,Seldom
SC2610F   ,3,Quite often
SC2610F   ,4,Very often
SC2610F   ,8,Invalid
SC2610F   ,9,Miss
SC2611F   ,1,Never
SC2611F   ,2,Seldom
SC2611F   ,3,Quite often
SC2611F   ,4,Very often
SC2611F   ,8,Invalid
SC2611F   ,9,Miss
SC2612F   ,1,Never
SC2612F   ,2,Seldom
SC2612F   ,3,Quite often
SC2612F   ,4,Very often
SC2612F   ,8,Invalid
SC2612F   ,9,Miss
SC2613F   ,1,Never
SC2613F   ,2,Seldom
SC2613F   ,3,Quite often
SC2613F   ,4,Very often
SC2613F   ,8,Invalid
SC2613F   ,9,Miss
SC2614F   ,1,Never
SC2614F   ,2,Seldom
SC2614F   ,3,Quite often
SC2614F   ,4,Very often
SC2614F   ,8,Invalid
SC2614F   ,9,Missing
SC2701F   ,1,Female
SC2701F   ,2,Male
SC2701F   ,8,Invalid
SC2701F   ,9,Miss
SCHLTF    ,1,Public
SCHLTF    ,2,Private government-dependent
SCHLTF    ,3,Private Independent
SCHLTF    ,8,Invalid
SCHLTF    ,9,Miss
SCHLTF    ,7,N/A
abF       ,1,Not for any subjects
abF       ,2,For some subjects
abF       ,3,For all subjects
abF       ,8,Invalid
abF       ,9,Miss
abF       ,7,N/A
SELSCHF   ,1, Two factors are never considered
SELSCHF   ,2, At least one sometimes but neither always
SELSCHF   ,3,At least one always considered
SELSCHF   ,8,Invalid
SELSCHF   ,9,Miss
SELSCHF   ,7,N/A
miss1F    ,9999,Miss
miss1F    ,9998,Invalid
miss1F    ,9997,N/A
miss4F   ,9,Miss
miss4F   ,8,Invalid
miss4F   ,7,N/A
sc0701F   ,996,N/A-<ISCED level> not available in this school
sc0701F   ,9999,Miss
sc0701F   ,9998,Invalid
sc0701F   ,9997,N/A
ssizeF    ,99999,Miss
ssizeF    ,99998,Invalid
ssizeF    ,99997,N/A
STRATUM,00801,ALB: North/Urban/General
STRATUM,00802,ALB: North/Urban/Vocational
STRATUM,00803,ALB: North/Rural/General
STRATUM,00804,ALB: Center/Urban/General
STRATUM,00805,ALB: Center/Urban/Vocational
STRATUM,00806,ALB: Center/Rural/General
STRATUM,00807,ALB: South/Urban/General
STRATUM,00808,ALB: South/Urban/Vocational
STRATUM,00809,ALB: South/Rural/General
STRATUM,00810,ALB: Rural/Vocational
STRATUM,00811,ALB: Stratum 11
STRATUM,03201,ARG: 01: Centro
STRATUM,03202,ARG: 02: NEA
STRATUM,03203,ARG: 03: NOA
STRATUM,03204,ARG: 04: Cuyo
STRATUM,03205,ARG: 05: Patagonia
STRATUM,03601,AUS: ACT_Catholic
STRATUM,03602,AUS: ACT_Government
STRATUM,03603,AUS: ACT_Independent
STRATUM,03604,AUS: NSW_Catholic
STRATUM,03605,AUS: NSW_Government
