column,key,value
SUBNATIO,62000,Portugal                                                               
SUBNATIO,63400,Qatar                                                                  
SUBNATIO,64200,Romania                                                                
SUBNATIO,64300,Russian Federation                                                     
SUBNATIO,68800,Serbia                                                                 
SUBNATIO,70300,Slovak Republic                                                        
SUBNATIO,70500,Slovenia                                                               
SUBNATIO,72401,Spain: Andalusia                                                        
SUBNATIO,72402,Spain: Aragon                                                           
SUBNATIO,72403,Spain: Asturias                                                         
SUBNATIO,72406,Spain: Cantabria                                                        
SUBNATIO,72407,Spain: Castile and Leon                                                 
SUBNATIO,72409,Spain: Catalonia                                                        
SUBNATIO,72411,Spain: Galicia                                                          
SUBNATIO,72412,Spain: La Rioja                                                         
SUBNATIO,72415,Spain: Navarre                                                          
SUBNATIO,72416,Spain: Basque Country                                                   
SUBNATIO,72499,The rest of Spain (not adjudicated)                                     
SUBNATIO,75200,Sweden                                                                 
SUBNATIO,75600,Switzerland                                                            
SUBNATIO,76400,Thailand                                                               
SUBNATIO,78800,Tunisia                                                                
SUBNATIO,79200,Turkey                                                                 
SUBNATIO,82610,"United Kingdom: England, Wales & Northern Ireland                       "
SUBNATIO,82620,United Kingdom: Scotland                                                
SUBNATIO,84000,United States                                                          
SUBNATIO,85800,Uruguay 
PA11,1000,"LEGISLATORS, SENIOR OFFICIALS & MANAGERS                                                             "
PA11,1100,LEGISLATORS & SENIOR OFFICIALS                                                                       
PA11,1110,"LEGISLATORS [incl. Member of Parliament, Member of Local Council]                                    "
PA11,1120,"SENIOR GOVERNMENT OFFICIALS [incl. Minister, Ambassador]                                             "
PA11,1130,SENIOR LOCAL GOVERNMENT OFFICIALS                                                                    
PA11,1140,SENIOR OFFICIALS SPECIAL-INTEREST ORGANISATIONS                                                      
PA11,1141,Senior officials political-party organisations                                                       
PA11,1142,Senior officials economic-interest organisations                                                     
PA11,1143,Senior officials special-interest organisations                                                      
PA11,1200,CORPORATE MANAGERS [LARGE ENTERPRISES]                                                               
PA11,1210,[LARGE ENTERPRISES] DIRECTORS & CHIEF EXECUTIVES                                                     
PA11,1220,[LARGE ENTERPRISE OPERATION] DEPARTMENT MANAGERS                                                     
PA11,1221,Production dep. managers agriculture & fishing                                                       
PA11,1222,Production dep. managers manufacturing [incl. Factory Manager]                                       
PA11,1223,Production dep. managers construction                                                                
PA11,1224,Production dep. managers wholesale & retail trade                                                    
PA11,1225,Production dep. managers restaurants & hotels                                                        
PA11,1226,"Production dep. managers transp., storage & communic. ]                                              "
PA11,1227,Production dep. managers business services [incl. Bank Manager]                                      
PA11,1228,"Production dep. managers personal care, cleaning etc                                                 "
PA11,1229,"Production dep. managers nec [incl. Dean,School Principal]                                           "
PA11,1230,[LARGE ENTERPRISES] OTHER DEPARTMENT MANAGERS                                                        
PA11,1231,Finance & admin. department managers [incl. Company Secretary]                                       
PA11,1232,Personnel & industrial relations department managers                                                 
PA11,1233,Sales & marketing department managers                                                                
PA11,1234,Advertising & public relations department managers                                                   
PA11,1235,Supply & distribution department managers                                                            
PA11,1236,Computing services department managers                                                               
PA11,1237,Research & development department managers                                                           
PA11,1239,Other department managers nec                                                                        
PA11,1240,OFFICE MANAGERS [incl. Clerical Supervisor]                                                          
PA11,1250,MILITARY OFFICERS                                                                                    
PA11,1251,Higher military officers [Captain and above]                                                         
PA11,1252,Lower grade commissioned officers [incl. Army Lieutenant]                                            
PA11,1300,[SMALL ENTERPRISE] GENERAL MANAGERS                                                                  
PA11,1310,"[SMALL ENTERPRISE] GENERAL MANAGERS [incl. Businessman, Trader]                                      "
PA11,1311,"[Small enterprise] General managers agr., forestry & fishing                                         "
PA11,1312,[Small enterprise] General managers manufacturing                                                    
PA11,1313,[Small enterprise] General managers constr. [incl. Contractor]                                       
PA11,1314,[Small enterprise] General managers wholesale & retail trade                                         
PA11,1315,[Small enterprise] General managers restaurants & hotels                                             
PA11,1316,"[Small enterprise] General managers transp., storage & comm.                                         "
PA11,1317,[Small enterprise] General managers business services                                                
PA11,1318,"[Small enterprise] General managers personal care, cleaning etc.                                     "
PA11,1319,"[Small enterprise] General managers nec [incl. Travel, Fitness]                                      "
PA11,2000,PROFESSIONALS                                                                                        
PA11,2100,"PHYSICAL, MATHEMATICAL & ENGINEERING SCIENCE PROFESSIONALS                                           "
PA11,2110,"PHYSICISTS, CHEMISTS & RELATED PROFESSIONALS                                                         "
PA11,2111,Physicists & astronomers                                                                             
PA11,2112,Meteorologists                                                                                       
PA11,2113,Chemists                                                                                             
PA11,2114,Geologists & geophysicists [incl. Geodesist]                                                         
PA11,2120,"MATHEMATICIANS, STATISTICIANS ETC PROFESSIONALS                                                      "
PA11,2121,Mathematicians etc professionals                                                                     
PA11,2122,Statisticians [incl. Actuary]                                                                        
PA11,2130,COMPUTING PROFESSIONALS                                                                              
PA11,2131,Computer systems designers & analysts [incl. Software Engineer]                                      
PA11,2132,Computer programmers                                                                                 
PA11,2139,Computing professionals nec                                                                          
PA11,2140,"ARCHITECTS, ENGINEERS ETC PROFESSIONALS                                                              "
PA11,2141,Architects town & traffic planners [incl. Landscape Architect]                                       
PA11,2142,Civil engineers [incl. Construction Engineer]                                                        
PA11,2143,Electrical engineers                                                                                 
PA11,2144,Electronics & telecommunications engineers                                                           
PA11,2145,Mechanical engineers                                                                                 
PA11,2146,Chemical engineers                                                                                   
PA11,2147,"Mining engineers, metallurgists etc professionals                                                    "
PA11,2148,Cartographers & surveyors                                                                            
PA11,2149,Architects engineers etc professionals nec [incl. Consultant]                                        
PA11,2200,LIFE SCIENCE & HEALTH PROFESSIONALS                                                                  
PA11,2210,LIFE SCIENCE PROFESSIONALS                                                                           
PA11,2211,"Biologists, botanists zoologists etc professionals                                                   "
PA11,2212,"Pharmacologists, pathologists etc profess. [incl. Biochemist]                                        "
PA11,2213,Agronomists etc professionals                                                                        
PA11,2220,HEALTH PROFESSIONALS (EXCEPT NURSING)                                                                
PA11,2221,Medical doctors                                                                                      
PA11,2222,Dentists                                                                                             
PA11,2223,Veterinarians                                                                                        
PA11,2224,Pharmacists                                                                                          
PA11,2229,Health professionals except nursing nec                                                              
PA11,2230,"NURSING & MIDWIFERY PROFESS. [incl. Registered Nurses, Midwives]                                     "
PA11,2300,TEACHING PROFESSIONALS                                                                               
PA11,2310,HIGHER EDUCATION TEACHING PROFESSIONALS [incl. Univ. Professor]                                      
PA11,2320,SECONDARY EDUCATION TEACHING PROFESSIONALS                                                           
PA11,2321,"[Sec. teachers, academic track] [incl. Middle School Teacher]                                        "
PA11,2322,"[Sec. teachers, vocational track] [incl. Vocational Instructor]                                      "
PA11,2330,PRIMARY & PRE-PRIMARY EDUCATION TEACHING PROFESSIONALS                                               
PA11,2331,Primary education teaching professionals                                                             
PA11,2332,Pre-primary educ. teaching professionals [incl. Kindergarten]                                        
PA11,2340,"SPECIAL EDUC. TEACHING PROFESSIONALS [incl. Remedial, Blind]                                         "
PA11,2350,OTHER TEACHING PROFESSIONALS                                                                         
PA11,2351,Education methods specialists [incl. Curricula Developer]                                            
PA11,2352,School inspectors                                                                                    
PA11,2359,Other teaching professionals nec                                                                     
PA11,2400,"OTHER PROFESSIONALS [incl. Professional nfs, Admin. Professional]                                    "
PA11,2410,BUSINESS PROFESSIONALS                                                                               
PA11,2411,Accountants [incl. Auditor]                                                                          
PA11,2412,"Personnel & careers profess. [incl. Job Analyst, Stud. Couns.]                                       "
PA11,2419,"Business profess. [incl. Publicity/Patent agent, Market Research]                                    "
PA11,2420,LEGAL PROFESSIONALS                                                                                  
PA11,2421,Lawyers                                                                                              
PA11,2422,Judges                                                                                               
PA11,2429,"Legal professionals nec [incl. Notary, Notary Public]                                                "
PA11,2430,"ARCHIVISTS, LIBRARIANS ETC INFORMATION PROFESSIONALS                                                 "
PA11,2431,Archivists & curators                                                                                
PA11,2432,Librarians etc information professionals                                                             
PA11,2440,SOCIAL SCIENCE ETC PROFESSIONALS                                                                     
PA11,2441,Economists                                                                                           
PA11,2442,"Sociologists, anthropologists etc professionals                                                      "
PA11,2443,"Philosophers, historians & political scientists                                                      "
PA11,2444,"Philologists, translators & interpreters                                                             "
PA11,2445,Psychologists                                                                                        
PA11,2446,Social work professionals [incl. Welfare Worker]                                                     
PA11,2450,WRITERS & CREATIVE OR PERFORMING ARTISTS                                                             
PA11,2451,"Authors journalists & other writers [incl. Editor, Techn. Writer]                                    "
PA11,2452,"Sculptors, painters etc artists                                                                      "
PA11,2453,"Composers, musicians & singers                                                                       "
PA11,2454,Choreographers & dancers                                                                             
PA11,2455,"Film, stage etc actors & directors                                                                   "
PA11,2460,RELIGIOUS PROFESSIONALS                                                                              
PA11,3000,TECHNICIANS AND ASSOCIATE PROFESSIONALS                                                              
PA11,3100,PHYSICAL & ENGINEERING SCIENCE ASSOCIATE PROFESSIONALS                                               
PA11,3110,PHYSICAL & ENGINEERING SCIENCE TECHNICIANS                                                           
PA11,3111,Chemical & physical science technicians                                                              
PA11,3112,Civil engineering technicians                                                                        
PA11,3113,Electrical engineering technicians                                                                   
PA11,3114,Electronics & telecommunications engineering technicians                                             
PA11,3115,Mechanical engineering technicians                                                                   
PA11,3116,Chemical engineering technicians                                                                     
PA11,3117,Mining & metallurgical technicians                                                                   
PA11,3118,Draughtspersons [incl. Technical Illustrator]                                                        
PA11,3119,Physical & engineering science technicians nec                                                       
PA11,3120,COMPUTER ASSOCIATE PROFESSIONALS                                                                     
PA11,3121,Computer assistants [incl. Assistant Users Services]                                                 
PA11,3122,Computer equipment operators                                                                         
PA11,3123,Industrial robot controllers                                                                         
PA11,3130,OPTICAL & ELECTRONIC EQUIPMENT OPERATORS                                                             
PA11,3131,Photographers & electronic equipment operators                                                       
PA11,3132,Broadcasting & telecommunications equipment operators                                                
PA11,3133,Medical equipment operators [incl. X-ray Technician]                                                 
PA11,3139,Optical & electronic equipment operators nec                                                         
PA11,3140,SHIP & AIRCRAFT CONTROLLERS & TECHNICIANS                                                            
PA11,3141,Ships engineers                                                                                      
PA11,3142,Ships deck officers & pilots [incl. River Boat Captain]                                              
PA11,3143,Aircraft pilots etc associate professionals                                                          
PA11,3144,Air traffic controllers                                                                              
PA11,3145,Air traffic safety technicians                                                                       
PA11,3150,SAFETY & QUALITY INSPECTORS                                                                          
PA11,3151,Building & fire inspectors                                                                           
PA11,3152,"Safety, health & quality inspectors                                                                  "
PA11,3200,LIFE SCIENCE & HEALTH ASSOCIATE PROFESSIONALS                                                        
PA11,3210,LIFE SCIENCE TECHNICIANS ETC ASSOCIATE PROFESSIONALS                                                 
PA11,3211,Life science technicians [incl. Medical Laboratory Assistant]                                        
PA11,3212,Agronomy & forestry technicians                                                                      
PA11,3213,Farming & forestry advisers                                                                          
PA11,3220,MODERN HEALTH ASSOCIATE PROFESSIONALS EXCEPT NURSING                                                 
PA11,3221,Medical assistants                                                                                   
PA11,3222,Sanitarians                                                                                          
PA11,3223,Dieticians & nutritionists                                                                           
PA11,3224,Optometrists & opticians [incl. Dispensing Optician]                                                 
PA11,3225,Dental assistants [incl. Oral Hygienist]                                                             
PA11,3226,Physiotherapists etc associate professionals                                                         
PA11,3227,Veterinary assistants [incl. Veterinarian Vaccinater]                                                
PA11,3228,Pharmaceutical assistants                                                                            
PA11,3229,Modern health associate professionals except nursing nec                                             
PA11,3230,NURSING & MIDWIFERY ASSOCIATE PROFESSIONALS                                                          
PA11,3231,Nursing associate professionals [incl. Trainee Nurses]                                               
PA11,3232,Midwifery associate professionals [incl. Trainee Midwife]                                            
PA11,3240,TRADITIONAL MEDICINE PRACTITIONERS & FAITH HEALERS                                                   
PA11,3241,Traditional medicine practitioners [incl. Herbalist]                                                 
PA11,3242,Faith healers                                                                                        
PA11,3300,TEACHING ASSOCIATE PROFESSIONALS                                                                     
PA11,3310,PRIMARY EDUCATION TEACHING ASSOCIATE PROFESSIONALS                                                   
PA11,3320,PRE-PRIMARY EDUCATION TEACHING ASSOCIATE PROFESSIONALS                                               
PA11,3330,SPECIAL EDUCATION TEACHING ASSOCIATE PROFESSIONALS                                                   
PA11,3340,OTHER TEACHING ASSOCIATE PROFESSIONALS                                                               
PA11,3400,OTHER ASSOCIATE PROFESSIONALS                                                                        
PA11,3410,FINANCE & SALES ASSOCIATE PROFESSIONALS                                                              
PA11,3411,Securities & finance dealers & brokers                                                               
PA11,3412,"Insurance representatives [incl. Insurance Agent, Underwriter]                                       "
PA11,3413,[Real] estate agents [incl. Real Estate Broker]                                                      
PA11,3414,Travel consultants & organisers                                                                      
PA11,3415,Technical & commercial sales representatives                                                         
PA11,3416,Buyers                                                                                               
PA11,3417,"Appraisers, valuers & auctioneers [incl. Claims Adjuster]                                            "
PA11,3419,Finance & sales associate professionals nec                                                          
PA11,3420,BUSINESS SERVICES AGENTS AND TRADE BROKERS                                                           
PA11,3421,Trade brokers                                                                                        
PA11,3422,Clearing & forwarding agents                                                                         
PA11,3423,Employment agents & labour contractors                                                               
PA11,3429,Business services agents & trade brokers nec                                                         
PA11,3430,ADMINISTRATIVE ASSOCIATE PROFESSIONALS                                                               
PA11,3431,Administrative secretaries etc associate professionals                                               
PA11,3432,"Legal etc business associate profess. [incl. Bailiff, Law Clerk]                                     "
PA11,3433,Bookkeepers                                                                                          
PA11,3434,"Statistical, mathematical etc associate professionals                                                "
PA11,3439,Administrative associate profess. nec [incl. Management Ass.]                                        
PA11,3440,"CUSTOMS, TAX ETC GOVERNMENT ASSOCIATE PROFESSIONALS                                                  "
PA11,3441,Customs & border inspectors                                                                          
PA11,3442,Government tax & excise officials                                                                    
PA11,3443,Government social benefits officials                                                                 
PA11,3444,Government licensing officials                                                                       
PA11,3449,Customs tax etc government associate professionals nec                                               
PA11,3450,POLICE INSPECTORS & DETECTIVES / [ARMY]                                                              
PA11,3451,Police inspectors & detectives                                                                       
PA11,3452,[Armed forces non-commissioned officers] [incl. Sergeant]                                            
PA11,3460,SOCIAL WORK ASSOCIATE PROFESSIONALS                                                                  
PA11,3470,"ARTISTIC, ENTERTAINMENT & SPORTS ASSOCIATE PROFESSIONALS                                             "
PA11,3471,Decorators & commercial designers                                                                    
PA11,3472,"Radio, television & other announcers                                                                 "
PA11,3473,"Street night-club etc musicians, singers & dancers                                                   "
PA11,3474,"Clowns, magicians, acrobats etc associate professionals                                              "
PA11,3475,"Athletes, sports persons etc associate professionals                                                 "
PA11,3480,"RELIGIOUS ASSOCIATE PROFESS. [incl. Evangelist, Lay Preacher]                                        "
PA11,4000,CLERKS                                                                                               
PA11,4100,"OFFICE CLERKS [Incl. Clerk nfs, Government Office Clerk nfs]                                         "
PA11,4110,SECRETARIES & KEYBOARD-OPERATING CLERKS                                                              
PA11,4111,Stenographers & typists                                                                              
PA11,4112,Word-processor etc operators [incl. Teletypist]                                                      
PA11,4113,Data entry operators [incl. Key Puncher]                                                             
PA11,4114,Calculating-machine operators [incl. Bookkeeping Machine Op.]                                        
PA11,4115,Secretaries                                                                                          
PA11,4120,NUMERICAL CLERKS                                                                                     
PA11,4121,Accounting & bookkeeping clerks [incl. Payroll Clerk]                                                
PA11,4122,Statistical & finance clerks [incl. Credit Clerk]                                                    
PA11,4130,MATERIAL-RECORDING & TRANSPORT CLERKS                                                                
PA11,4131,"Stock clerks [incl. Weighing Clerk, Storehouse Clerk]                                                "
PA11,4132,Production clerks [incl. Planning Clerks]                                                            
PA11,4133,"Transport clerks [incl. Dispatcher, Expeditor]                                                       "
PA11,4140,"LIBRARY, MAIL ETC CLERKS                                                                             "
PA11,4141,Library & filing clerks                                                                              
PA11,4142,Mail carriers & sorting clerks                                                                       
PA11,4143,Coding proof-reading etc clerks                                                                      
PA11,4144,Scribes etc workers [incl. Form Filling Assistance Clerk]                                            
PA11,4190,"OTHER OFFICE CLERKS [incl. Office Boy, Photocopy Machine Op.]                                        "
PA11,4200,CUSTOMER SERVICES CLERKS [incl. Customer Service Clerk nfs]                                          
PA11,4210,"CASHIERS, TELLERS ETC CLERKS                                                                         "
PA11,4211,"Cashiers & ticket clerks [incl. Bank/Store, Toll Collector]                                          "
PA11,4212,"Tellers & other counter clerks [incl. Bank Teller, Post Office]                                      "
PA11,4213,Bookmakers & croupiers                                                                               
PA11,4214,Pawnbrokers & money-lenders                                                                          
PA11,4215,Debt-collectors etc workers                                                                          
PA11,4220,CLIENT INFORMATION CLERKS                                                                            
PA11,4221,Travel agency etc clerks                                                                             
PA11,4222,Receptionists & information clerks [incl. Medical Receptionist]                                      
PA11,4223,Telephone switchboard operators [incl. Telephone Operator]                                           
PA11,5000,SERVICE WORKERS & SHOP & MARKET SALES WORKERS                                                        
PA11,5100,PERSONAL & PROTECTIVE SERVICES WORKERS                                                               
PA11,5110,TRAVEL ATTENDANTS ETC                                                                                
PA11,5111,Travel attendants & travel stewards                                                                  
PA11,5112,Transport conductors [incl. Train Conductor]                                                         
PA11,5113,"Travel, museum guides                                                                                "
PA11,5120,HOUSEKEEPING & RESTAURANT SERVICES WORKERS                                                           
PA11,5121,Housekeepers etc workers                                                                             
PA11,5122,Cooks                                                                                                
PA11,5123,"Waiters, waitresses & bartenders                                                                     "
PA11,5130,PERSONAL CARE ETC WORK                                                                               
PA11,5131,"Child-care workers [incl. Nursemaid, Governess]                                                      "
PA11,5132,"Inst.-based personal care workers [incl. Ambulance, Orderly]                                         "
PA11,5133,Home based personal care workers [incl. Attendant]                                                   
PA11,5139,[Other] care etc workers nec [incl. Animal Feeder]                                                   
PA11,5140,OTHER PERSONAL SERVICES WORKERS                                                                      
PA11,5141,"Hairdressers, barbers, beauticians etc workers                                                       "
PA11,5142,Companions & valets [incl. Personal Maid]                                                            
PA11,5143,Undertakers & embalmers [incl. Funeral Director]                                                     
PA11,5149,"Other personal services workers [incl. Escort, Dancing Partner]                                      "
PA11,5150,"ASTROLOGERS, FORTUNE-TELLERS ETC WORKERS                                                             "
PA11,5151,Astrologers etc workers                                                                              
PA11,5152,"Fortune-tellers, palmists etc workers                                                                "
PA11,5160,PROTECTIVE SERVICES WORKERS                                                                          
PA11,5161,Fire-fighters                                                                                        
PA11,5162,"Police officers [Incl. Policeman, Constable, Marshall]                                               "
PA11,5163,Prison guards                                                                                        
PA11,5164,"[Armed forces, soldiers] [incl. Enlisted Man]                                                        "
PA11,5169,"Protective services workers [incl. Bodyguard, Coastguard]                                            "
PA11,5200,"[SALESPERSONS, MODELS & DEMONSTRATORS]                                                               "
PA11,5210,"FASHION & OTHER MODELS [incl. Mannequin, Artists Model]                                              "
PA11,5220,SHOP SALESPERSONS & DEMONSTRATORS                                                                    
PA11,5230,STALL & MARKET SALESPERSONS                                                                          
PA11,6000,SKILLED AGRICULTURAL & FISHERY WORKERS                                                               
PA11,6100,MARKET-ORIENTED SKILLED AGRICULTURAL & FISHERY WORKERS                                               
PA11,6110,MARKET GARDENERS & CROPGROWERS                                                                       
PA11,6111,Field crop & vegetable growers                                                                       
PA11,6112,Tree & shrub crop growers                                                                            
PA11,6113,"Gardeners, horticultural & nursery growers                                                           "
PA11,6114,Mixed-crop growers [Incl. Share Cropper]                                                             
PA11,6120,MARKET-ORIENTED ANIMAL PRODUCERS ETC WORKERS                                                         
PA11,6121,Dairy & livestock producers                                                                          
PA11,6122,"Poultry producers [incl. Chicken Farmer, Skilled Hatchery Worker]                                    "
PA11,6123,"Apiarists & sericulturists [incl. Beekeeper, Silkworm Raiser]                                        "
PA11,6124,Mixed-animal producers                                                                               
PA11,6129,Market-oriented animal producers etc workers nec                                                     
PA11,6130,MARKET-ORIENTED CROP & ANIMAL PRODUCERS                                                              
PA11,6131,[Mixed farmers]                                                                                      
PA11,6132,[Farm foremen/supervisor]                                                                            
PA11,6133,[Farmers nfs]                                                                                        
PA11,6134,[Skilled farm workers nfs]                                                                           
PA11,6140,FORESTRY ETC WORKERS                                                                                 
PA11,6141,"Forestry workers & loggers [incl. Rafter, Timber Cruiser]                                            "
PA11,6142,Charcoal burners etc workers                                                                         
PA11,6150,"FISHERY WORKERS, HUNTERS & TRAPPERS                                                                  "
PA11,6151,Aquatic-life cultivation workers                                                                     
PA11,6152,Inland & coastal waters fishery workers                                                              
PA11,6153,"Deep-sea fishery workers [incl. Fisherman nfs, Trawler Crewman]                                      "
PA11,6154,Hunters & trappers [incl. Whaler]                                                                    
PA11,6200,SUBSISTENCE AGRICULTURAL & FISHERY WORKERS                                                           
PA11,6210,SUBSISTENCE AGRICULTURAL & FISHERY WORKERS                                                           
PA11,7000,CRAFT ETC TRADES WORKERS                                                                             
PA11,7100,EXTRACTION & BUILDING TRADES WORKERS                                                                 
PA11,7110,"MINERS, SHOTFIRERS, STONE CUTTERS & CARVERS                                                          "
PA11,7111,Miners & quarry workers [incl. Miner nfs]                                                            
PA11,7112,Shotfirers & blasters                                                                                
PA11,7113,"Stone splitters, cutters & carvers [incl. Tombstone Carver]                                          "
PA11,7120,BUILDING FRAME ETC TRADES WORKERS                                                                    
PA11,7121,Builders traditional materials                                                                       
PA11,7122,Bricklayers & stonemasons [incl. Paviour]                                                            
PA11,7123,"Concrete placers, concrete finishers etc workers                                                     "
PA11,7124,Carpenters & joiners                                                                                 
PA11,7129,Building frame etc trades workers nec [incl. Scaffolder]                                             
PA11,7130,BUILDING FINISHERS ETC TRADES WORKERS                                                                
PA11,7131,Roofers                                                                                              
PA11,7132,Floor layers & tile setters [incl. Parquetry Worker]                                                 
PA11,7133,Plasterers [incl. Stucco Mason]                                                                      
PA11,7134,Insulation workers                                                                                   
PA11,7135,Glaziers                                                                                             
PA11,7136,Plumbers & pipe fitters [incl. Well Digger]                                                          
PA11,7137,Building etc electricians                                                                            
PA11,7140,"PAINTERS, BUILDING STRUCTURE CLEANERS ETC TRADES WORKERS                                             "
PA11,7141,"Painters etc workers [incl. Construction Painter, Paperhanger]                                       "
PA11,7142,Varnishers etc painters [incl. Automobile Painter]                                                   
PA11,7143,"Building structure cleaners [incl. Chimney Sweep, Sandblaster]                                       "
PA11,7200,"METAL, MACHINERY ETC TRADES WORKERS                                                                  "
PA11,7210,"METAL MOULDERS, WELDERS, SHEETMETAL WORKERS STRUCTURAL METAL                                         "
PA11,7211,Metal moulders & coremakers                                                                          
PA11,7212,"Welders & flamecutters [incl. Brazier, Solderer]                                                     "
