CNT,1,3
COUNTRY,4,6
OECD,7,7
SUBNATIO,8,12
SCHOOLID,13,17
StIDStd,18,22
PA01Q01,23,23
PA01Q02,24,24
PA01Q03,25,25
PA02Q01,26,26
PA03Q01,27,27
PA03Q02,28,28
PA03Q03,29,29
PA03Q04,30,30
PA03Q05,31,31
PA03Q06,32,32
PA03Q07,33,33
PA03Q08,34,34
PA03Q09,35,35
PA04Q01,36,36
PA05Q01,37,37
PA06Q01,38,38
PA06Q02,39,39
PA06Q03,40,40
PA06Q04,41,41
PA07Q01,42,42
PA07Q02,43,43
PA07Q03,44,44
PA07Q04,45,45
PA07Q05,46,46
PA07Q06,47,47
PA08Q01,48,48
PA08Q02,49,49
PA08Q03,50,50
PA08Q04,51,51
PA08Q05,52,52
PA08Q06,53,53
PA08Q07,54,54
PA08Q08,55,55
PA09Q01,56,56
PA09Q02,57,57
PA09Q03,58,58
PA09Q04,59,59
PA10Q01,60,60
PA10Q02,61,61
PA10Q03,62,62
PA10Q04,63,63
PA11Q01,64,64
PA12Q01,65,65
PA13Q01,66,66
PA14Q01,67,67
PA14Q02,68,68
PA14Q03,69,69
PA14Q04,70,70
PA14Q05,71,71
PA14Q06,72,72
PA14Q07,73,73
PA15Q01,74,74
PA15Q02,75,75
PA15Q03,76,76
PA15Q04,77,77
PA15Q05,78,78
PA15Q06,79,79
PA15Q07,80,80
PA15Q08,81,81
PA16Q01,82,82
PA17Q01,83,83
PA17Q02,84,84
PA17Q03,85,85
PA17Q04,86,86
PA17Q05,87,87
PA17Q06,88,88
PA17Q07,89,89
PA17Q08,90,90
PA17Q09,91,91
PA17Q10,92,92
PA17Q11,93,93
PQMISCED,94,94
PQFISCED,95,95
PQHISCED,96,96
CURSUPP,97,105
MOTREAD,106,114
PARINVOL,115,123
PQSCHOOL,124,132
PRESUPP,133,141
READRES,142,150
STRATUM,151,155
INCOME,156,159
EDUCOST,160,163
VER_PAR,164,176
