CNT,1,3
SUBNATIO,4,10
STRATUM,11,17
OECD,18,18
NC,19,24
SCHOOLID,25,31
StIDStd,32,36
PA01Q01,37,37
PA01Q02,38,38
PA01Q03,39,39
PA02Q01,40,40
PA02Q02,41,41
PA03Q01,42,42
PA03Q02,43,43
PA03Q03,44,44
PA03Q04,45,45
PA05Q01,46,46
PA05Q02,47,47
PA05Q03,48,48
PA05Q04,49,49
PA07Q01,50,50
PA08Q01,51,51
PA09Q01,52,52
PA09Q02,53,53
PA09Q03,54,54
PA09Q04,55,55
PA09Q05,56,56
PA09Q06,57,57
PA09Q07,58,58
PA10Q01,59,59
PA10Q02,60,60
PA10Q03,61,61
PA10Q04,62,62
PA10Q05,63,63
PA10Q06,64,64
PA10Q07,65,65
PA10Q08,66,66
PA10Q09,67,67
PA10Q10,68,68
PA10Q11,69,69
PA11Q01,70,70
PA12Q01,71,71
PA12Q02,72,72
PA12Q03,73,73
PA12Q04,74,74
PA12Q05,75,75
PA12Q06,76,76
PA12Q07,77,77
PA12Q08,78,78
PA12Q09,79,79
PA12Q10,80,80
PA12Q11,81,81
PA13Q01,82,82
PA13Q02,83,83
PA13Q03,84,84
PA13Q04,85,85
PA13Q05,86,86
PA13Q06,87,87
PA13Q07,88,88
PA14Q01,89,89
PA14Q02,90,90
PA14Q03,91,91
PA14Q04,92,92
PA15Q01,93,93
PA15Q02,94,94
PA15Q03,95,95
PA15Q04,96,96
PA15Q05,97,97
PA18Q01,98,98
PA18Q02,99,99
PA18Q03,100,100
PA19Q01,101,101
PA19Q02,102,102
PA19Q03,103,103
PA19Q04,104,104
PA19Q05,105,105
PA19Q06,106,106
PA21Q01,107,107
PA21Q02,108,108
PA21Q03,109,109
PA21Q04,110,110
PA21Q05,111,111
PA21Q06,112,112
PA22Q01,113,116
PA23Q01,117,120
PA24N0101,121,126
PA24N0102,127,132
PA24N0103,133,138
PA24N0104,139,144
PA24N0105,145,150
PA24N0106,151,156
PA24N0107,157,162
PA24N0108,163,168
PA24N0109,169,174
PA24N0110,175,180
PA24N0111,181,186
PA24N0112,187,192
PA24N0113,193,198
PA24N0201,199,204
PA24N0202,205,210
PA24N0203,211,216
PA24N0204,217,222
PA24N0205,223,228
PA24N0206,229,234
PA24N0207,235,240
PA24N0208,241,246
PA24N0209,247,252
PA24N0210,253,258
PA24N0211,259,264
PA24N0212,265,270
PA24N0213,271,276
PA25Q01,277,277
PA25Q02,278,278
OCOD3,279,282
OCOD4,283,286
OCOD5,287,290
PARINVOL,291,299
PARSUPP,300,308
PQBFMJ,309,313
PQBMMJ,314,318
PQCITIZF,319,319
PQCITIZM,320,320
PQCOB_F,321,326
PQCOB_M,327,332
PQCOB_MGM,333,338
PQCOB_MGF,339,344
PQCOB_PGM,345,350
PQCOB_PGF,351,356
PQEDASP,357,357
PQFISCED,358,358
PQHISCED,359,359
PQHISEI,360,364
PQIMMIGF,365,365
PQIMMIGM,366,366
PQLANGNF,367,369
PQLANGNM,370,372
PQMCAR,373,381
PQMIMP,382,390
PQMISCED,391,391
PQOCCASP,392,396
PQSCHOOL,397,405
senwgt_PaQ,406,414
VER_PAQ,415,421
