SUBNATIO,1,5
SCHOOLID,6,10
CNT,11,13
COUNTRY,14,16
OECD,17,17
SC01Q01,18,22
SC01Q02,23,27
SC02Q01,28,28
SC03Q01,29,36
SC03Q02,37,44
SC03Q03,45,52
SC03Q04,53,60
SC04Q01,61,61
SC04Q02,62,62
SC04Q03,63,63
SC04Q04,64,64
SC04Q05,65,65
SC04Q06,66,66
SC04Q07,67,67
SC04Q08,68,68
SC04Q09,69,69
SC04Q10,70,70
SC04Q11,71,71
SC04Q12,72,72
SC04Q13,73,73
SC04Q14,74,74
SC05Q01,75,82
SC05Q02,83,90
SC06Q01,91,92
SC07Q01,93,93
SC08Q01,94,94
SC08Q02,95,95
SC09Q11,96,99
SC09Q12,100,103
SC09Q21,104,107
SC09Q22,108,111
SC09Q31,112,115
SC09Q32,116,119
SC10Q01,120,120
SC11QA1,121,121
SC11QA2,122,122
SC11QA3,123,123
SC11QA4,124,124
SC11QB1,125,125
SC11QB2,126,126
SC11QB3,127,127
SC11QB4,128,128
SC11QC1,129,129
SC11QC2,130,130
SC11QC3,131,131
SC11QC4,132,132
SC11QD1,133,133
SC11QD2,134,134
SC11QD3,135,135
SC11QD4,136,136
SC11QE1,137,137
SC11QE2,138,138
SC11QE3,139,139
SC11QE4,140,140
SC11QF1,141,141
SC11QF2,142,142
SC11QF3,143,143
SC11QF4,144,144
SC11QG1,145,145
SC11QG2,146,146
SC11QG3,147,147
SC11QG4,148,148
SC11QH1,149,149
SC11QH2,150,150
SC11QH3,151,151
SC11QH4,152,152
SC11QI1,153,153
SC11QI2,154,154
SC11QI3,155,155
SC11QI4,156,156
SC11QJ1,157,157
SC11QJ2,158,158
SC11QJ3,159,159
SC11QJ4,160,160
SC11QK1,161,161
SC11QK2,162,162
SC11QK3,163,163
SC11QK4,164,164
SC11QL1,165,165
SC11QL2,166,166
SC11QL3,167,167
SC11QL4,168,168
SC12QA1,169,169
SC12QA2,170,170
SC12QA3,171,171
SC12QA4,172,172
SC12QB1,173,173
SC12QB2,174,174
SC12QB3,175,175
SC12QB4,176,176
SC12QC1,177,177
SC12QC2,178,178
SC12QC3,179,179
SC12QC4,180,180
SC12QD1,181,181
SC12QD2,182,182
SC12QD3,183,183
SC12QD4,184,184
SC12QE1,185,185
SC12QE2,186,186
SC12QE3,187,187
SC12QE4,188,188
SC12QF1,189,189
SC12QF2,190,190
SC12QF3,191,191
SC12QF4,192,192
SC13Q01,193,197
SC13Q02,198,202
SC13Q03,203,207
SC14Q01,208,208
SC14Q02,209,209
SC14Q03,210,210
SC14Q04,211,211
SC14Q05,212,212
SC14Q06,213,213
SC14Q07,214,214
SC14Q08,215,215
SC14Q09,216,216
SC14Q10,217,217
SC14Q11,218,218
SC14Q12,219,219
SC14Q13,220,220
SC15Q01,221,221
SC15Q02,222,222
SC15Q03,223,223
SC16Q01,224,224
SC17Q01,225,225
SC17Q02,226,226
SC17Q03,227,227
SC17Q04,228,228
SC17Q05,229,229
SC18Q01,230,230
SC19Q01,231,231
SC19Q02,232,232
SC19Q03,233,233
SC19Q04,234,234
SC19Q05,235,235
SC19Q06,236,236
SC20Q01,237,237
SC20Q02,238,238
SC20Q03,239,239
SC20Q04,240,240
SC20Q05,241,241
SC21Q01,242,242
SC21Q02,243,243
SC21Q03,244,244
SC21Q04,245,245
SC22Q01,246,246
SC22Q02,247,247
SC22Q03,248,248
SC22Q04,249,249
SC22Q05,250,250
SC23Q01,251,251
SC23Q02,252,252
SC23Q03,253,253
SC24Q01,254,254
SC25Q01,255,255
SC26Q01,256,256
SC27Q01,257,257
SC28Q01,258,258
SC29Q01,259,259
ABGROUP,260,260
CLSIZE,261,262
COMPWEB,263,270
IRATCOMP,271,278
PCGIRLS,279,286
PROPCERT,287,294
PROPQUAL,295,302
RATCOMP,303,310
SCHLTYPE,311,311
SCHSIZE,312,319
SELSCH,320,320
STRATIO,321,328
RESPRES,329,336
RESPCURR,337,344
ENVLEARN,345,352
SCIPROM,353,360
SCMATEDU,361,368
TCSHORT,369,376
W_FSCHWT,377,385
STRATUM,386,390
VER_SCH,391,403;
